"Delete Link?";"Delete Link?"
"{item:$subject} posted a {item:$object:topic} in the group {itemParent:$object:group}: {body:$body}";"{item:$subject} posted a {item:$object:topic} in the group {itemParent:$object:group}: {body:$body}"
"{item:$subject} replied to a {item:$object:topic} in the group {itemParent:$object:group}: {body:$body}";"{item:$subject} replied to a {item:$object:topic} in the group {itemParent:$object:group}: {body:$body}"
"{item:$subject} has became the owner of the group {item:$object}";"{item:$subject} has became the owner of the group {item:$object}"
"{item:$subject} posted a new topic:";"{item:$subject} posted a new topic:"
"{item:$subject} replied to the topic {body:$body}";"{item:$subject} replied to the topic {body:$body}"
"{item:$subject} created a new poll:";"{item:$subject} created a new poll:"
"{item:$subject} created a new sub-group:";"{item:$subject} created a new sub-group:"
"{item:$subject} posted a new video:";"{item:$subject} posted a new video:"

# notification types
"{item:$subject} has {item:$object:posted} on a {itemParent:$object::group topic} you created.";"{item:$subject} has {item:$object:posted} on a {itemParent:$object::group topic} you created."
"{item:$subject} has {item:$object:posted} on a {itemParent:$object::group topic} you posted on.";"{item:$subject} has {item:$object:posted} on a {itemParent:$object::group topic} you posted on."
"{item:$subject} has invited you to the group {item:$object}.";"{item:$subject} has invited you to the group {item:$object}."
"{item:$subject} has requested to join the group {item:$object}.";"{item:$subject} has requested to join the group {item:$object}."
"Your request to join the group {item:$subject} has been approved.";"Your request to join the group {item:$subject} has been approved."
"You were promoted to officer in the group {item:$object}.";"You were promoted to officer in the group {item:$object}."
"You were set to become the owner of the group {item:$object}.";"You were set to become the owner of the group {item:$object}."
"{item:$subject} commented on {item:$owner}''s {item:$object:advgroup_poll}.";"{item:$subject} commented on {item:$owner}''s {item:$object:advgroup_poll}."
"{item:$subject} liked {item:$owner}''s {item:$object:advgroup_poll}.";"{item:$subject} liked {item:$owner}''s {item:$object:advgroup_poll}."
"The group {item:$subject} invitation has been cancel, please contact group owner for more information.";"The group {item:$subject} invitation has been cancel, please contact group owner for more information."

# mail templates

# notify_advgroup_accepted
"_EMAIL_NOTIFY_ADVGROUP_ACCEPTED_TITLE";"Group Approved"
"_EMAIL_NOTIFY_ADVGROUP_ACCEPTED_DESCRIPTION";"This email is sent to the member when they are approved to join a group."
"_EMAIL_NOTIFY_ADVGROUP_ACCEPTED_SUBJECT";"You have been approved to join the group [object_title]"
"_EMAIL_NOTIFY_ADVGROUP_ACCEPTED_BODY";"[header]

You have been approved to join the group ""[object_title]"". Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_advgroup_approve
"_EMAIL_NOTIFY_ADVGROUP_APPROVE_TITLE";"Group Request"
"_EMAIL_NOTIFY_ADVGROUP_APPROVE_DESCRIPTION";"This email is sent to the member when someone requests to join their group."
"_EMAIL_NOTIFY_ADVGROUP_APPROVE_SUBJECT";"[sender_title] has requested to join the group [object_title]"
"_EMAIL_NOTIFY_ADVGROUP_APPROVE_BODY";"[header]

[sender_title] has requested to join the group ""[object_title]"". Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_advgroup_discussion_reply
"_EMAIL_NOTIFY_ADVGROUP_DISCUSSION_REPLY_TITLE";"Group Discussion Reply"
"_EMAIL_NOTIFY_ADVGROUP_DISCUSSION_REPLY_DESCRIPTION";"This email is sent to the member when people reply to discussion topics that the member created."
"_EMAIL_NOTIFY_ADVGROUP_DISCUSSION_REPLY_SUBJECT";"A member has posted a reply to your topic ""[object_title]"" in the group ""[object_parent_title]"""
"_EMAIL_NOTIFY_ADVGROUP_DISCUSSION_REPLY_BODY";"[header]

[sender_title] has posted a reply to your topic ""[object_title]"" in the group ""[object_parent_title]"":

""[message]""

Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_advgroup_discussion_response
"_EMAIL_NOTIFY_ADVGROUP_DISCUSSION_RESPONSE_TITLE";"Group Discussion Response"
"_EMAIL_NOTIFY_ADVGROUP_DISCUSSION_RESPONSE_DESCRIPTION";"This email is sent to the member when people reply to discussion topics that the member replied to."
"_EMAIL_NOTIFY_ADVGROUP_DISCUSSION_RESPONSE_SUBJECT";"A member has posted a reply to the topic ""[object_title]"" you replied to in the group ""[object_parent_title]"""
"_EMAIL_NOTIFY_ADVGROUP_DISCUSSION_RESPONSE_BODY";"[header]

[sender_title] has posted a reply to the topic ""[object_title]"" you replied to in the group ""[object_parent_title]"":

""[message]""

Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_advgroup_invite
"_EMAIL_NOTIFY_ADVGROUP_INVITE_TITLE";"Group Invitation"
"_EMAIL_NOTIFY_ADVGROUP_INVITE_DESCRIPTION";"This email is sent to the member when they are invited to a group."
"_EMAIL_NOTIFY_ADVGROUP_INVITE_SUBJECT";"You have been invited to join the group [object_title]"
"_EMAIL_NOTIFY_ADVGROUP_INVITE_BODY";"[header]

You have been invited to join the group ""[object_title]"". Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_advgroup_promote
"_EMAIL_NOTIFY_ADVGROUP_PROMOTE_TITLE";"Group Promotion"
"_EMAIL_NOTIFY_ADVGROUP_PROMOTE_DESCRIPTION";"This email is sent when a member is promoted to officer in a group."
"_EMAIL_NOTIFY_ADVGROUP_PROMOTE_SUBJECT";"You have been promoted to officer in the group [object_title]"
"_EMAIL_NOTIFY_ADVGROUP_PROMOTE_BODY";"[header]

You have been promoted to officer in the group ""[object_title]"". Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_advgroup_invite_nonmembers
"_EMAIL_NOTIFY_ADVGROUP_INVITE_NONMEMBERS_TITLE";"Group Invitation Non-Members"
"_EMAIL_NOTIFY_ADVGROUP_INVITE_NONMEMBERS_DESCRIPTION";"This is the email that gets sent when members invite their friends to join during the signup process."
"_EMAIL_NOTIFY_ADVGROUP_INVITE_NONMEMBERS_SUBJECT";"You have received an invitation to join our social network and the group [group_title]!"
"_EMAIL_NOTIFY_ADVGROUP_INVITE_NONMEMBERS_BODY";"[header]

""[message]""

To join, please follow the link below:

http://[host][object_link]

[footer]"

# notify_advgroup_cancel_invite
"_EMAIL_NOTIFY_ADVGROUP_CANCEL_INVITE_TITLE";"Cancel Club Invitation"
"_EMAIL_NOTIFY_ADVGROUP_CANCEL_INVITE_DESCRIPTION";"This is the email that gets sent when members cancel the group owner invitation to join group."
"_EMAIL_NOTIFY_ADVGROUP_CANCEL_INVITE_SUBJECT";"You have received a cancel invitation to join our social network and the group [group_title]!"
"_EMAIL_NOTIFY_ADVGROUP_CANCEL_INVITE_BODY";"[header]

You have received a cancel invitation to join our social network and the group [group_title]

To view the group, please follow the link below:

http://[host][object_link]

[footer]"

"All categories";"All categories"
"Everyone's Groups";"Everyone's Groups"
"Only My Friends' Groups";"Only My Friends' Groups"
"list by";"list by"
"Recently created";"Recently created"

"Message Members";"Message Members"

"The changes to your post have been saved.";"The changes to your post have been saved."

"You have not joined any groups yet.";"You have not joined any groups yet."
"There are no groups yet.";"There are no groups yet."
"Why don't you %1$screate one%2$s?";"Why don't you %1$screate one%2$s?"

"Group doesn't exists or not authorized to delete";"Group doesn't exists or not authorized to delete"
"The selected group has been deleted.";"The selected group has been deleted."

"Watch Topic";"Watch Topic"
"Stop Watching Topic";"Stop Watching Topic"

"Manage Announcements";"Manage Announcements"
"ANNOUNCEMENT_VIEW_SCRIPTS_ADMINMANAGE_DESCRIPTION";"Announcements are a great way to keep your members engaged in the community. Announcements appear inside the ""Announcement Widget"", which you can place anywhere on your site. By default, this widget appears at the top of the member homepage - this way, members see your announcements right when they sign in. You can move this widget elsewhere or change its settings in the <a href='%s'>Layout Editor</a>."
"There are currently no announcements.";"There are currently no announcements."
"Post New Announcement";"Post New Announcement"
"Please compose your new announcement below.";"Please compose your new announcement below."
"Post Announcement";"Post Announcement"
"Edit Announcement";"Edit Announcement"
"Posted by %1$s %2$s";"Posted by %1$s %2$s"
"Please modifiy your announcement below.";"Please modifiy your announcement below."
" or ";" or "
"Delete Announcement?";"Delete Announcement?"
"Are you sure that you want to delete this announcement? It will not be recoverable after being deleted.";"Are you sure that you want to delete this announcement? It will not be recoverable after being deleted."
"edit";"edit"
"Title";"Title"
"Author";"Author"
"ID";"ID"
"%d announcements total";"%d announcements total"
"Are you sure that you want to delete the %d announcements? It will not be recoverable after being deleted.";"Are you sure that you want to delete the %d announcements? It will not be recoverable after being deleted."
"Delete the selected announcements?";"Delete the selected announcements?"
"Please select an announcement to delete.";"Please select an announcement to delete."

"before joining this group.";"before joining this group."
"You must join the parent group";"You must join the parent group"
"Newest Groups";"Newest Groups"
"Popular Groups";"Popular Groups"
"Active Groups";"Active Groups"
"Featured Groups";"Featured Groups"
"Recently Created";"Recently Created"
"Most Popular";"Most Popular"
"Most Active";"Most Active"
"Most Active Groups";"Most Active Groups"
"Statistics";"Statistics"
"Total Groups";"Total Groups"
"Total Albums";"Total Albums"
"Total Photos";"Total Photos"
"Total Topics";"Total Topics"
"Comment Privacy";"Comment Privacy"
"Photo - Album Creation";"Photo - Album Creation"
"Everyone";"Everyone"
"Poll Creation";"Poll Creation"
"Sub Group Creation";"Sub Group Creation"
"cancel";"cancel"
"Save Changes";"Save Changes"
"Create Sub Group";"Create Sub Group"
"Invite New Guests";"Invite New Guests"
"Group Albums";"Group Albums"
"Group Discussions";"Group Discussions"
"Group Polls";"Group Polls"
"Group Useful Links";"Group Useful Links"
"Sub Groups";"Sub Groups"
"Parent Groups";"Parent Groups"
"Total Views";"Total Views"
"Total Members";"Total Members"
"Suggested Poll";"Suggested Poll"
"Recent Albums";"Recent Albums"
"Top Posters";"Top Posters"
"Staff List";"Staff List"
"Basic Information";"Basic Information"
"Create Album";"Create Album"
"Search Albums";"Search Albums"
"All Members Albums";"All Members Albums"
"Only My Albums";"Only My Albums"
"Browse By";"Browse By"
"Most Recent";"Most Recent"
"Most Viewed";"Most Viewed"
"Most Commented";"Most Commented"
"By";"By"
"Search Topics";"Search Topics"
"Status";"Status"
"All Topics";"All Topics"
"Only Open Topics";"Only Open Topics"
"Only Closed Topics";"Only Closed Topics"
"All Members Topics";"All Members Topics"
"Only My Topics";"Only My Topics"
"Most Replied";"Most Replied"
"My Polls";"My Polls"
"Create New Poll";"Create New Poll"
"Search Polls";"Search Polls"
"All Polls";"All Polls"
"Only Open Polls";"Only Open Polls"
"Only Closed Polls";"Only Closed Polls"
"Back";"Back"
"Edit Poll";"Edit Poll"
"Close Poll";"Close Poll"
"Delete Poll";"Delete Poll"
"Show Results";"Show Results"
"Share";"Share"
"Report";"Report"
"Add New Link";"Add New Link"
"Add Question";"Add Question"
"Manage Useful Links";"Manage Useful Links"
"Global Settings";"Global Settings"
"Member Level Settings";"Member Level Settings"
"Member Level";"Member Level"
"Allow Viewing of Groups";"Allow Viewing of Groups"
"Categories";"Categories"
"Profile Fields";"Profile Fields"
"Manage Reports";"Manage Reports"
"Title";"Title"
"Group Title";"Group Title"
"Topic Title";"Topic Title"
"Post ID";"Post ID"
"Reporter";"Reporter"
"Owner";"Owner"
"Filter By";"Filter By"
"Only Featured Groups";"Only Featured Groups"
"Only Not Featured Groups";"Only Not Featured Groups"
"Only Sub Groups";"Only Sub Groups"
"Only Parent Groups";"Only Parent Groups"
"Featured";"Featured"
"Is Sub-group";"Is Sub-group"
"Views";"Views"
"Date";"Date"
"Options";"Options"
"Yes, allow members to upload photo on groups.";"Yes, allow members to upload photo on groups."
"Allow Upload Photo on Groups?";"Allow Upload Photo on Groups?"
"Do you want to let members of this level upload photo on groups?";"Do you want to let members of this level upload photo on groups?"
"No, do not allow members to upload photo on groups.";"No, do not allow members to upload photo on groups."
"Number of Photos per Album";"Number of Photos per Album"
"How many Photos that a user can upload in an album? (Enter a number between 0 and 999, 0 means unlimited)";"How many Photos that a user can upload in an album? (Enter a number between 0 and 999, 0 means unlimited)"
"Allow Create Photo Albums on Groups?";"Allow Create Photo Albums on Groups?"
"Do you want to let members of this level create photo albums on groups?";"Do you want to let members of this level create photo albums on groups?"
"Yes, allow members to create photo albums on groups.";"Yes, allow members to create photo albums on groups."
"No, do not allow members to create photo albums on groups.";"No, do not allow members to create photo albums on groups."
"Number of Albums per Group";"Number of Albums per Group"
"How many Albums that a user can create in a group? (Enter a number between 0 and 999, 0 means unlimited)";"How many Albums that a user can create in a group? (Enter a number between 0 and 999, 0 means unlimited)"
"Allow Create Polls on Groups?";"Allow Create Polls on Groups?"
"Do you want to let members of this level create polls on groups?";"Do you want to let members of this level create polls on groups?"
"Yes, allow members to create polls on groups.";"Yes, allow members to create polls on groups."
"No, do not allow members to create polls on groups.";"No, do not allow members to create polls on groups."
"Members Only";"Members Only"
"All Members";"All Members"
"Allow Group Style";"Allow Group Style"
"Yes, allow custom group styles.";"Yes, allow custom group styles."
"No, do not allow custom group styles.";"No, do not allow custom group styles."
"Number of Sub Groups per Group";"Number of Sub Groups per Group"
"How many sub groups that an user can create in a group? (Enter a number between 1 and 10)";"How many sub groups that an user can create in a group? (Enter a number between 1 and 10)"
"Manage Announcement";"Manage Announcement"
"Request Membership";"Request Membership"
"Transfer Owner";"Transfer Owner"
"Add New Category";"Add New Category"
"Group Categories";"Group Categories"
"Category Name";"Category Name"
"Options";"Options"
"Add Sub Category";"Add Sub Category"
"Are you sure you want to leave this group? You will leave all it's sub-groups too.";"Are you sure you want to leave this group? You will leave all it's sub-groups too."
"Group Videos";"Group Videos"
"Search Videos";"Search Videos"
"There is no video found.";"There is no video found."
"Search Videos";"Search Videos"
"Member";"Member"
"Video Creation";"Video Creation"
"Who may create videos for this group?";"Who may create videos for this group?"
"GROUP_FORM_ADMIN_LEVEL_AUTHVIDEO_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can create videos in their groups. If you do not check any options, all members will be allowed to create videos."
"GROUP_FORM_ADMIN_LEVEL_AUTHSUBGROUP_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can create sub groups in their groups. If you do not check any options, all members will be allowed to create sub groups."
"GROUP_FORM_ADMIN_LEVEL_AUTHWIKI_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can create wiki pages in their groups. If you do not check any options, all members will be allowed to create wiki pages."
"GROUP_FORM_ADMIN_LEVEL_AUTHMUSIC_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can create music pages in their groups. If you do not check any options, all members will be allowed to create music pages."
"GROUP_FORM_ADMIN_LEVEL_AUTHFILE_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can create file pages in their groups. If you do not check any options, all members will be allowed to create file pages."
"GROUP_FORM_ADMIN_LEVEL_AUTHUPLOAD_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can upload in their groups. If you do not check any options, all members will be allowed to upload."
"GROUP_FORM_ADMIN_LEVEL_AUTHDOWNLOAD_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can download in their groups. If you do not check any options, all members will be allowed to download."
"GROUP_FORM_ADMIN_LEVEL_AUTHLISTING_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can create listing pages in their groups. If you do not check any options, all members will be allowed to create listing pages."
"Sub Group Creation Options";"Sub Group Creation Options"
"Video Creation Options";"Video Creation Options"
"_ACTIVITY_ACTIONTYPE_ADVGROUP_POLL_NEW";"Creating a club poll"
"_ACTIVITY_ACTIONTYPE_ADVGROUP_SUB_CREATE";"Creating a sub club"
"_ACTIVITY_ACTIONTYPE_ADVGROUP_TRANSFER";"Transferring club owner to other member"
"_ACTIVITY_ACTIONTYPE_ADVGROUP_VIDEO_CREATE";"Creating a club video"
"ACTIVITY_TYPE_ADVGROUP_POLL_COMMENT";"When someone comment on a poll that I create."
"ACTIVITY_TYPE_ADVGROUP_POLL_LIKE";"When someone like a poll that I create."
"ACTIVITY_TYPE_ADVGROUP_TRANSFER";"When someone transfer owner of a club to me."
"ACTIVITY_TYPE_ADVGROUP_CANCEL_INVITE";"When someone cancel the club invitation"
"No Replied";"No Replied"
"Latest";"Latest"
"Latest Replied";"Latest Replied"
"ADMIN_ACTIVITY_TYPE_ADVGROUP_SUB_CREATE";"When a user (subject) create a new sub group"
"ADMIN_ACTIVITY_TYPE_ADVGROUP_TRANSFER";"When a user (subject) transfer the group owner to another user (object)"
"ADMIN_ACTIVITY_TYPE_ADVGROUP_VIDEO_CREATE";"When a user (subject) create a new group video"
"Allow Create Wiki Pages on Groups?";"Allow Create Wiki Pages on Groups?"
"Do you want to let members of this level create wiki pages on groups?";"Do you want to let members of this level create wiki pages on groups?"
"Yes, allow members to create wiki pages on groups.";"Yes, allow members to create wiki pages on groups."
"No, do not allow members to create wiki pages on groups.";"No, do not allow members to create wiki pages on groups."
"Wiki Page Creation Options";"Wiki Page Creation Options"
"Wiki Page Creation";"Wiki Page Creation"
"'Who may create videos for this group?";"'Who may create videos for this group?"
"There is no featured group yet.";"There is no featured group yet."
"ADMIN_ACTIVITY_TYPE_ADVGROUP_WIKI_CREATE";"When a user (subject) creates a new group wiki page (object)."
"ADMIN_ACTIVITY_TYPE_ADVGROUP_WIKI_MOVE";"When a user (subject) moves a group wiki page (object)."
"ADMIN_ACTIVITY_TYPE_ADVGROUP_WIKI_UPDATE";"When a user (subject) updates a group wiki page (object)."

"Leader";"Leader"
"Report Topic";"Report Topic"
"Create New Album";"Create New Album"
"Create a %1$snew one%2$s";""Create a %1$snew one%2$s"
"No albums have been uploaded.";"No albums have been uploaded."
"There is no contact in your address book";"There is no contact in your address book"
"Invitation Sent";"Invitation Sent";"Invitations Sent";
"Who may create polls for this group?";"Who may create polls for this group?"
"Who may create sub group for this group?";"Who may create sub group for this group?"
"Who may create wiki pages for this group?";"Who may create wiki pages for this group?"
"Are you sure you want to delete this group? All it's sub-group will also be deleted too and cannot be undone.";"Are you sure you want to delete this group? All it's sub-group will also be deleted too and cannot be undone."
"Please choose a member you want to transfer the owner role to:";"Please choose a member you want to transfer the owner role to:"
"Group Owner Transfer";"Group Owner Transfer"
"(filter the search box and press Enter to search)";"(filter the search box and press Enter to search)"
"Create a new one %1$shere%2$s";"Create a new one %1$shere%2$s"
"%s post";"%s post";"%s posts"
"Last Replied";"Last Replied"
"&#187; Manage Useful Links";"&#187; Manage Useful Links"

"Activities updated.";"Activities updated."
"group_activity_post";"Club activities"
"group_activity_advgroup_create";"Group creation."
"group_activity_advgroup_join";"Join of members in the club."
"group_activity_advgroup_promote";"Promotion of members in the club."
"group_activity_advgroup_topic_create";"Topic creation in the club."
"group_activity_advgroup_topic_reply";"Topic replies in the club."
"group_activity_advgroup_photo_upload";"Photo Upload in the club."
"group_activity_advgroup_poll_new";"Poll creation in the club."
"group_activity_advgroup_sub_create";"Sub-group creation."
"group_activity_advgroup_transfer";"Owner Transfering in club."
"group_activity_advgroup_video_create";"Video creation in club."
"There are no public group actitivies yet.";"There are no public club actitivies yet."
"group_activity_advgroup_video_create";"Video creation in club."
"group_activity_advgroup_wiki_create";"Wiki page creation in club."
"group_activity_advgroup_wiki_move";"Wiki page moving in club."
"group_activity_advgroup_wiki_update";"Wiki page updates in club."
"_ACTIVITY_ACTIONTYPE_ADVGROUP_LINK_NEW";"Add new link in club"
"_ACTIVITY_ACTIONTYPE_ADVGROUP_EVENT_CREATE";"Add new event in club"
"{item:$subject} created a new event: {body:$body}";"{item:$subject} created a new event: {body:$body}"
"Groups Directories";"Groups Directories"
"Search Groups:";"Search Groups:"
"Search groups";"Search groups"
"Category:";"Category:"
"Radius (mile)..";"Radius (mile).."
"Music Creation";"Music Creation"
"Folder Creation";"Folder Creation"
"File Uploading";"File Uploading"
"File Downloading";"File Downloading"
"Listing Creation";"Listing Creation"
"Who may create music albums for this group?";"Who may create music albums for this group?"
"Who may create listings for this group?";"Who may create listings for this group?"
"Who may create folder for this group?";"Who may create folder for this group?"
"Who may upload file on this group?";"Who may upload file on this group?"
"Who may download file from this group?";"Who may download file from this group?"
"Cover Photo";"Cover Photo"
"Group Officer:";"Group Officer:"
"Basic Information:";"Basic Information:"
"Create New Video";"Create New Video"
"Add Sponsor";"Add Sponsor"
"Create a new folder";"Create a new folder"
"Events";"Events"
"Albums";"Albums"
"Polls";"Polls"
"Videos";"Videos"
"Useful Links";"Useful Links"
"Musics";"Musics"
"Mp3Musics";"Mp3Musics"
"Sponsors";"Sponsors"
"FileSharing";"FileSharing"
"Select all";"Select all"
"Please choose action...";"Please choose action..."
"Remove From Blacklist";"Remove From Blacklist"
"Add To Blacklist";"Add To Blacklist"
"Add To Subgroup";"Add To Subgroup"
"Submit";"Submit"
"Users in BlackList";"Users in BlackList"
"Cancel Membership Request";"Cancel Membership Request"
"Add members to sub-group";"Add members to sub-group"
"Please select a sub-group";"Please select a sub-group"
"Add";"Add"
"inviting";"inviting"
"waiting";"waiting"
"ignored";"ignored"
"There are no polls yet.";"There are no polls yet."
"No videos have been added in this group yet.";"No videos have been added in this group yet."
"No albums music have been uploaded.";"No albums music have been uploaded."
"No sponsors have been added in this group yet.";"No sponsors have been added in this group yet."
"There is no folders and files.";"There is no folders and files."
"No sponsors have been added in this group yet.";"No sponsors have been added in this group yet."
"There is no folders and files. Please <a href=""%s"">create</a> one!";"There is no folders and files. Please <a href=""%s"">create</a> one!"
"My Videos";"My Videos"
"Highest Rated";"Highest Rated"
"Most Liked";"Most Liked"
"You do not have any pages.";"You do not have any pages."
"Create New Space";"Create New Space"
"Page Name";"Page Name"
"Page Creator";"Page Creator"
"Search";"Search"
"Search albums";"Search albums"
"There is no event found.";"There is no event found."
"My Events";"My Events"
"Create New Event";"Create New Event"
"Search events";"Search events"
"Search videos";"Search videos"
"Activities";"Activities"
"Add Photo";"Add Photo"
"Add Mp3 Music";"Add Mp3 Music"
"Add Music";"Add Music"
"Post New Announcement";"Post New Announcement"
"Title";"Title"
"%s year ago";"%s year ago";"%s years ago"
"%s month ago";"%s month ago";"%s months ago"
"%s day ago";"%s day ago";"%s days ago"
"Active ";"Active "
"Active today";"Active today"
"Search folder";"Search folder"
"Announcement";"Announcement"
"location";"location"
"Active";"Active"
"Edit Group Details";"Edit Group Details"
"Edit Group Style";"Edit Group Style"
"Delete Group";"Delete Group"
"Create Sub Group";"Create Sub Group"
"Transfer Owner";"Transfer Owner"
"Message Members";"Message Members"
"Invite Member";"Invite Member"
"Invite by email";"Invite by email"
"Invitations Management";"Invitations Management"
"Group Albums";"Group Albums"
"Group Discussions";"Group Discussions"
"Group Polls";"Group Polls"
"Group Videos";"Group Videos"
"Group Useful Links";"Group Useful Links"
"Group Activities";"Group Activities"
"Group Musics";"Group Musics"
"Group Mp3 Musics";"Group Mp3 Musics"
"Group File Sharing";"Group File Sharing"
"Group Wikis";"Group Wikis"
"Recent Videos";"Recent Videos"
"Most Active Members";"Most Active Members"
"May-like Groups";"May-like Groups"
"View all Listings";"View all Listings"
"Create New Listing";"Create New Listing"
"View more ";"View more "
"No listings have been created.";"No listings have been created."
"listing_count";"Listing";"Listings"
"Edit Listing";"Edit Listing"
"Delete Listing";"Delete Listing"
"Publish Listing";"Publish Listing"
"Remove Listing To Group";"Remove Listing To Group"
"Album Music has been deleted";"Album Music has been deleted"
"Listing has been removed";"Listing has been removed"

# advgroup_email_to_friends
"_EMAIL_ADVGROUP_EMAIL_TO_FRIENDS_TITLE";"Followers Notification"
"_EMAIL_ADVGROUP_EMAIL_TO_FRIENDS_DESCRIPTION";"This is the email that gets sent when user wants to send message to followers."
"_EMAIL_ADVGROUP_EMAIL_TO_FRIENDS_SUBJECT";"You have received an notification of the following club [object_title]!"
"_EMAIL_ADVGROUP_EMAIL_TO_FRIENDS_BODY";"[header]

[message]

Check out this club
<img src='http://[host][object_photo]' />[object_description]
http://[host][object_link]

[footer]"

# notify_advgroup_follow_edit
"_EMAIL_NOTIFY_ADVGROUP_FOLLOW_EDIT_TITLE";"Following Club Edit"
"_EMAIL_NOTIFY_ADVGROUP_FOLLOW_EDIT_DESCRIPTION";"This email is sent to the followers of clubs."
"_EMAIL_NOTIFY_ADVGROUP_FOLLOW_EDIT_SUBJECT";"The club information [object_title] has been edited"
"_EMAIL_NOTIFY_ADVGROUP_FOLLOW_EDIT_BODY";"[header]

The club information ""[object_title]"" has been edited . Please click the following link to view it:

http://[host][object_link]

[footer]"

"GROUP_VIEWS_SCRIPTS_ADMINREQUEST_DESCRIPTION";"This page lists all the verification requests of club owners."
"ADVGROUP_FORM_REQUEST_DESCRIPTION";"Please type your verification request message to Admin."



# notify_advgroup_group_verified
"_EMAIL_NOTIFY_ADVGROUP_GROUP_VERIFIED_TITLE";"Group Verification"
"_EMAIL_NOTIFY_ADVGROUP_GROUP_VERIFIED_DESCRIPTION";"This email is sent to group owner."
"_EMAIL_NOTIFY_ADVGROUP_GROUP_VERIFIED_SUBJECT";"Group Verification"
"_EMAIL_NOTIFY_ADVGROUP_GROUP_VERIFIED_BODY";"
Your group [object_title] has been verified. 

Click on the following link for more details:

http://[host][object_link]

[footer]"

# notify_advgroup_group_unverified
"_EMAIL_NOTIFY_ADVGROUP_GROUP_UNVERIFIED_TITLE";"Club Un-Verification"
"_EMAIL_NOTIFY_ADVGROUP_GROUP_UNVERIFIED_DESCRIPTION";"This email is sent to club owner."
"_EMAIL_NOTIFY_ADVGROUP_GROUP_UNVERIFIED_SUBJECT";"Club Un-Verification"
"_EMAIL_NOTIFY_ADVGROUP_GROUP_UNVERIFIED_BODY";"
Your club [object_title] has been un-verified. 

Click on the following link for more details:

http://[host][object_link]

[footer]"

# notify_advgroup_request_accepted
"_EMAIL_NOTIFY_ADVGROUP_REQUEST_ACCEPTED_TITLE";"Club Verification Request Accepted"
"_EMAIL_NOTIFY_ADVGROUP_REQUEST_ACCEPTED_DESCRIPTION";"This email is sent to club owner."
"_EMAIL_NOTIFY_ADVGROUP_REQUEST_ACCEPTED_SUBJECT";"Club Verification Request Accepted"
"_EMAIL_NOTIFY_ADVGROUP_REQUEST_ACCEPTED_BODY";"
Your verification request for club [object_title] has been accepted. 

Click on the following link for more details:

http://[host][object_link]

[footer]"

# notify_advgroup_request_denied
"_EMAIL_NOTIFY_ADVGROUP_REQUEST_DENIED_TITLE";"Club Verification Request Denied"
"_EMAIL_NOTIFY_ADVGROUP_REQUEST_DENIED_DESCRIPTION";"This email is sent to club owner."
"_EMAIL_NOTIFY_ADVGROUP_REQUEST_DENIED_SUBJECT";"Club Verification Request Denied"
"_EMAIL_NOTIFY_ADVGROUP_REQUEST_DENIED_BODY";"
Your verification request for club [object_title] has been denied. 

Click on the following link for more details:

http://[host][object_link]

[footer]"


# notify_advgroup_request_denied
"_EMAIL_NOTIFY_ADVGROUP_REQUEST_SENT_TITLE";"Club Verification Request Sent"
"_EMAIL_NOTIFY_ADVGROUP_REQUEST_SENT_DESCRIPTION";"This email is sent to club owner."
"_EMAIL_NOTIFY_ADVGROUP_REQUEST_SENT_SUBJECT";"Club Verification Request Sent"
"_EMAIL_NOTIFY_ADVGROUP_REQUEST_SENT_BODY";"
Your verification request for club [object_title] has been sent to admin. 

Click on the following link for more details:

http://[host][object_link]

[footer]"
